"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"The Dynamics";"Afterschool special : The 123s of kid soul";"I am free, no dope for me";"2016";"NUMERO GROUP";1736737825;1736737977;;;"https://open.spotify.com/track/2WDyU0r2Hm3JA2QCpb3SrX"
"The Brian Jonestown Massacre";"Aufheben";"Clouds are lies";"2012";"A RECORDINGS";1736737968;1736738173;;;"https://open.spotify.com/track/4M6UfPpJIO4KSBxqNzWKdj"
"Cream";"Hits Of 67 & 68 - Volume 2";"White room";"1968";"POLD";1736738162;1736738461;;;"https://open.spotify.com/track/3Xls4cNOwy01dtrNXb1inG"
"Branko Mataja";"Over fields and mountains";"Tesko mi je zaboravit tebe";"1974";"NUMERO GROUP";1736738459;1736738638;"https://www.deezer.com/track/1583180112";"https://music.apple.com/fr/album/tesko-mi-je-zaboravit-tebe/1599380175?i=1599380467&uo=4";"https://open.spotify.com/track/0dfbzqU1v7EKaSB0fq1MEX"
"The Dining Rooms";"Songs to make love to";"La verità (feat. Toco)";"2024";"SCHEMA RECORDS";1736738629;1736738866;;"https://music.apple.com/fr/album/la-verita-feat-toco/1736489520?i=1736489532&uo=4";
"Marcos Valle";"Previsao do tempo";"Mentira";"1973";"EMI";1736738858;1736739079;;;
"Francois And The Atlas Mountains";"La vérité";"La vérité";"2013";"DOMINO";1736739079;1736739257;;;
"Uht";"Ghost forest";"Beaute verite et amour";"2008";"NO FRIDGE";1736739260;1736739513;;;
"Wendy Rene";"After laughter comes tears";"Gone for good";"2012";"LIGHT IN THE ATTIC RECORDS";1736739497;1736739636;;;
"The Blues Busters";"Coxsone's music/ Studio One";"There's always sunshine";"1962";"SOUL JAZZ RECORDS";1736739627;1736739788;"https://www.deezer.com/track/127687015";;
"Lord$";"Speed it up";"Here we go";"2024";"TRICATEL";1736739785;1736739932;;"https://music.apple.com/fr/album/here-we-go/1735994038?i=1735994813&uo=4";"https://open.spotify.com/track/49VSeVrRuDvtpHM8CKk06V"
"Marc Moulin";"Entertainment";"Easy";"2004";"BLUE NOTE";1736739926;1736740186;;;"https://open.spotify.com/track/2OFhY5EneWrAdQJjH1wzpU"
"Oko Ebombo";"Free emotion";"Nalingi yo";"2023";"MOKILI";1736740180;1736740460;;;"https://open.spotify.com/track/2nGWawZiFjaiSwSllecdhV"
"Portishead";"Dummy";"Numb";"1994";"GO BEAT";1736740447;1736740688;"https://www.deezer.com/track/982665";"https://music.apple.com/fr/album/numb/1440653096?i=1440653110&uo=4";"https://open.spotify.com/track/7lR743VxfubUw5m9dpnR9x"
"Quasimoto";"Yessir whatever";"Catchin' the vibe";"2013";"STONES THROW";1736740679;1736740849;;;"https://open.spotify.com/track/6kQjb5Vcg0FHDmb4jjNlLY"
"Blackjoy";"Figures";"Angela davis";"2023";"LES RYTHMES RUBAN";1736740843;1736740982;"https://www.deezer.com/track/2572212302";;"https://open.spotify.com/track/5ildG1uKHXd6z89d6eDXqm"
"The Rolling Stones";"Exile on main St.";"Sweet black angel";"1972";"UNIVERSAL";1736740975;1736741155;;;"https://open.spotify.com/track/60OdLDvZpHe4kVDYwNtYh9"
"Isabelle De Funes";"Tchic tchic french bossa nova 1963 1974";"Jusqu'à la tombée du jour";"1969";"BORN BAD";1736741156;1736741320;"https://www.deezer.com/track/993510362";;
"Bruno Nicolai";"BOF / Erotic vibrations and bossa moods from the italian cinema (1966-1973)";"Quel gran pezzo della ubalda tutta nuda e tutta calda : Ubalda all naked and warm";"2015";"SEMI-AUTOMATIC RECORDS";1736741309;1736741540;;;
"Elysian Spring";"Glass flowers";"Blue sands";"1969";"DESPA PRESS";1736741534;1736741748;"https://www.deezer.com/track/533854332";;"https://open.spotify.com/track/4WBv31Au2sx5GXaSV8Q7y4"
"Bruno Morais";"A vontade superstar";"O Mundo É Assim";"2012";"BLACK BROWN AND WHITE";1736741736;1736741938;;;
"The Internet";"Feel good";"Sunset";"2013";"ODD FUTURE";1736741942;1736742187;;;
"Placido Domingo";"Bof / L'immortel";"La bohème : O soave fanciulla (Acte I) Duo Mimi et Rodolphe";"2009";"EUROPACORP";1736742181;1736742417;;;
"Alain Goraguer";"Rare soundtracks & lost tapes (1973-1984)";"Reverie";"2024";"TRANSVERSALES DISQUES";1736742417;1736742667;"https://www.deezer.com/track/2668675992";;"https://open.spotify.com/track/4CMNovqSefpozeYH5jsFHY"
"Edith Piaf";"Bravo pour le clown";"L'effet qu'tu m'fais";"1953";"EMI";1736742651;1736742846;;;
"Guy Cabay";"Pôve tièsse";"Pôve tièsse";"1978";"TRICATEL";1736742850;1736743058;"https://www.deezer.com/track/2286654287";;"https://open.spotify.com/track/2QEmVCZNfQMHf9DIQcxeEZ"
"Rachel Chinouriri";"What a devastating turn of events";"What a devastating turn of events";"2024";"PARLOPHONE";1736743043;1736743305;;;"https://open.spotify.com/track/7CQi62BS2K2GmBGeTCRwxc"
"Jaze Baqti";"Sectrets of a horizontal lifestyle";"Talentless but connected";"2021";"AUTOPRODUCTION";1736743297;1736743483;;;"https://open.spotify.com/track/7fg8gMMJHvm5bTkDh1V0ys"
"Les Sins";"Michael";"Bellow";"2014";"UNIVERSAL MUSIC";1736743474;1736743740;;;"https://open.spotify.com/track/6GwKay1SZxTcLVvuqEylgp"
"Silk Rhodes";"Silk rhodes";"The system";"2014";"STONES THROW RECORDS";1736743740;1736743948;;"https://music.apple.com/fr/album/the-system/935059031?i=935059069&uo=4";"https://open.spotify.com/track/11UmjCg3ggUSrs2twW8OYY"
"Charlotte Day Wilson";"Cyan blue";"Dovetail";"2024";"STONE WOMAN MUSIC";1736743932;1736744158;;"https://music.apple.com/fr/album/dovetail/1728298601?i=1728299019&uo=4";"https://open.spotify.com/track/1zEG6etKoFYBedD7YQvSpP"
"The Frank Popp Ensemble";"Ride on with";"The rural assiduity";"2003";"UNIQUE";1736744152;1736744425;"https://www.deezer.com/track/4691389";;
"Volta Jazz";"Bobo yéyé: Belle époque in Upper Volta";"Wêrê wêrê magnI";"2016";"NUMERO GROUP";1736744406;1736744661;;;
"Daniel Caesar";"Never enough";"Toronto 2014";"2023";"REPUBLIC RECORDS";1736744649;1736744929;"https://www.deezer.com/track/2227943577";"https://music.apple.com/fr/album/toronto-2014/1671667136?i=1671667139&uo=4";
"Air";"Moon safari";"Talisman";"1998";"SOURCE/VIRGN";1736744932;1736745193;"https://www.deezer.com/track/3148107";"https://music.apple.com/fr/album/talisman/697240234?i=697240309&uo=4";"https://open.spotify.com/track/4XxbBFfKlXY2E5PN3dHAfz"
"Vera Sola";"Peacemaker";"Is that you?";"2024";"CITY SLANG";1736745183;1736745471;;"https://music.apple.com/fr/album/is-that-you/1720180509?i=1720181702&uo=4";"https://open.spotify.com/track/57RNnNVT3gaJmpC20TxcFj"
"Francoise Hardy";"Vogue la collection 62-66";"L'amour d'un garçon";"1963";"VOGUE";1736745460;1736745592;"https://www.deezer.com/track/821709712";;
"Ramsey Lewis";"Inside Ramsey Lewis";"Everybody's talkin'";"1972";"CHESS@";1736745585;1736745813;"https://www.deezer.com/track/568136192";;
"Sampa The Great";"The return";"Freedom";"2019";"NINJA TUNE";1736745813;1736746063;"https://www.deezer.com/track/723113772";"https://music.apple.com/fr/album/freedom/1469356075?i=1469356230&uo=4";"https://open.spotify.com/track/2ziULaGXpu0eA2r66R0akP"
"Seafood Sam";"Standing on giant shoulders";"Grandma once said";"2024";"DRINK SUM WTR";1736746056;1736746221;;;"https://open.spotify.com/track/3PBgtKLXyHZBD0nR02T1Zl"
"Fairouz";"Fairouz sings Ziad Rahbani";"Aloula";"1987";"VIRGIN";1736746202;1736746483;;;
"The Beatles";"The Beatles (2009 stéréo remaster)";"Happiness is A warm gun";"1968";"EMI";1736746474;1736746641;;;
"Big Youth";"Natty universal dread / 1973-1979";"Love and happiness";"1977";"BLOOD&FIRE";1736746643;1736746862;;;
"Lou Donaldson";"Forgotten man";"This is happiness";"1981";"BELLAPHON";1736746851;1736747076;;;
"Jacques Higelin";"Beau repaire / Notebook collector limitée";"La joie de vivre";"2013";"SONY";1736747069;1736747289;;"https://music.apple.com/fr/album/la-joie-de-vivre/609733980?i=609734021&uo=4";"https://open.spotify.com/track/1vv7ovSsJpc5JxspV3W0Cr"
"Don Melody Club";"Zonder Pardon";"Tederheid";"2024";"LES DISQUES BONGO JOE";1736747277;1736747530;"https://www.deezer.com/track/2593199162";;"https://open.spotify.com/track/3DA54w6jyuQZjp799lk0kp"
"Orkiestra Historyczna";"Les quatre saisons";"El cant dels ocells - arrangement pour violon et orchestre";"2024";"Sony Classical";1736747524;1736747673;;;
"Dinah Washington / Max Richter";"Le cinéma de Martin Scorsese";"Shutter island : This bitter earth / On the nature of daylight";"2010";"UNIVERSAL";1736747665;1736748036;;;
"The Sweet Enoughs";"Marshmallow";"Mysterious river snake";"2020";"WONDERCORE ISLAND";1736748025;1736748197;"https://www.deezer.com/track/2154376687";"https://music.apple.com/fr/album/mysterious-river-snake/1672550361?i=1672551022&uo=4";"https://open.spotify.com/track/7m38lSSQsmMDcAhRPKbU2G"
"Anaiis & Grupo Cosmo";"Anaiis & Grupo cosmo";"Toda cor (feat. Luedji Luna)";"2024";"5DB RECORDS";1736748191;1736748425;;;
"Jon Lucien";"Love everlasting";"When the morning comes";"1974";"BMG";1736748418;1736748684;"https://www.deezer.com/track/13203050";"https://music.apple.com/fr/album/when-the-morning-comes/324172425?i=324172503&uo=4";"https://open.spotify.com/track/5FshDLYYNll96LKYssq47i"
"Jane Birkin";"Quoi";"Di doo dah";"1973";"PHILIPS";1736748675;1736748892;"https://www.deezer.com/track/72088634";"https://music.apple.com/fr/album/di-doo-dah/1443939907?i=1443940555&uo=4";"https://open.spotify.com/track/5fqT3epV67uGs3zwUUOaus"
"Xavier De Maistre";"Moldau";"Suite en La Maj op 98 B 184 : Allegro - arrangement pour harpe";"2015";"SONY CLASSICAL";1736748885;1736749044;;;
"The Tokens";"Nuggets - come to the sunshine";"For all that i am";"1967";"RHINO RECORDS";1736749041;1736749188;"https://www.deezer.com/track/99647756";;"https://open.spotify.com/track/3yK2Fys71o8L5r3HLo1uce"
"Stereolab";"Not music";"Everybody's weird except me";"2009";"DUOPHONIC UH";1736749179;1736749407;"https://www.deezer.com/track/1872597657";;
"Cal Tjader";"Soul bird : Whiffenpoof";"That's all";"1965";"";1736749390;1736749519;"https://www.deezer.com/track/416109342";;"https://open.spotify.com/track/34SMEvqv4nZXpBJodCpwxB"
"Antena";"Camino del sol";"Camino del sol";"1982";"PERMANENT VACATION";1736749507;1736749735;"https://www.deezer.com/track/630209672";;
"Jessica Pratt";"Here in the pitch";"By hook or by crook";"2024";"CITY SLANG";1736749729;1736749935;"https://www.deezer.com/track/2625732372";"https://music.apple.com/fr/album/by-hook-or-by-crook/1726398446?i=1726398994&uo=4";"https://open.spotify.com/track/39y2hMpQSvuOYpN0b9BRoG"
"Setenta";"Apollo Solar Drive";"Ecuajey";"2025";"LATIN BIG NOTE";1736749927;1736750119;;;
"Jean-Pierre Decerf";"Jean Pierre Decerf's space oddities - 1975-1979";"Like the wind you are";"1979";"BORN BAD RECORDS";1736750115;1736750295;"https://www.deezer.com/track/508706272";;
"Juicy Fruits";"Tokyo riddim vol. 2 1979-1986";"Oshiete ageru";"1984";"TIME CAPSULE";1736750288;1736750520;;;
"The Police";"Reggatta de blanc";"Walking On the Moon";"1979";"A & M";1736750506;1736750806;"https://www.deezer.com/track/2525866";"https://music.apple.com/fr/album/walking-on-the-moon/1440804541?i=1440805073&uo=4";"https://open.spotify.com/track/62uLNJgVZaFiEiKV4LpoYJ"
"Aaron Frazer";"Into The Blue";"Play on";"2024";"DEAD OCEANS";1736750791;1736750957;"https://www.deezer.com/track/2704047142";"https://music.apple.com/fr/album/play-on/1735994394?i=1735994730&uo=4";"https://open.spotify.com/track/4eDZucI6mzKBuQsHV5PuFy"
"Scott Gilmore";"Volume 1";"Paranoid days";"2024";"CRAMMED DISCS";1736750954;1736751080;"https://www.deezer.com/track/3047467721";;
"The Motifs";"I'm the one you love";"Little Things";"2023";"DAISART";1736751073;1736751264;"https://www.deezer.com/track/2499777791";"https://music.apple.com/fr/album/little-things/1711993083?i=1711993090&uo=4";"https://open.spotify.com/track/7jPZ7QOc6njyUWiJwP7CS6"
"Bruno Berle";"No reino dos afetos";"É preciso ter amor";"2022";"FAR OUT RECORDINGS";1736751260;1736751420;"https://www.deezer.com/track/1718807457";"https://music.apple.com/fr/album/%C3%A9-preciso-ter-amor/1619124045?i=1619125578&uo=4";"https://open.spotify.com/track/6uYWQ7E3IxDVf5zktAXt4b"
"Veronique Sanson";"L'integrale et voila ! vol.2";"Clapotis de soleil (version inédite)";"1971";"WARNER MUSIC FRANCE";1736751420;1736751542;;;
"Bill Evans";"You must believe in spring 1977";"B minor waltz (For Ellaine)";"1977";"WARNER BROS";1736751525;1736751723;;;
"Pale Jay";"Low end love songs";"Spend more time with your friends";"2024";"COLEMINE RECORDS";1736751716;1736751926;"https://www.deezer.com/track/2815856192";"https://music.apple.com/fr/album/spend-more-time-with-your-friends/1747957257?i=1747957541&uo=4";"https://open.spotify.com/track/5l842FSBBISyxTaMinQ12R"
"Destiny's Child";"Destiny fulfilled";"Girl";"2004";"COLUMBIA";1736751925;1736752144;"https://www.deezer.com/track/15376601";;"https://open.spotify.com/track/4XyAMTjMfqwZ2uJemqKRdH"
"Dean Blunt";"Black Metal";"Punk";"2014";"ROUCH TRADE";1736752135;1736752290;"https://www.deezer.com/track/88903939";"https://music.apple.com/fr/album/punk/915866547?i=915866646&uo=4";"https://open.spotify.com/track/3LF0lij0IfPYWfSYYHlIdr"
"Black Pablove";"Studio One scorcher / Vol.2 instrumentals";"High locks";"1974";"SOUL JAZZ RECORDS";1736752286;1736752477;;;
"The Stranglers";"Feline";"Paradise";"1982";"EPIC";1736752469;1736752694;;;
"Serge Gainsbourg";"Gainsbourg percussions";"Pauvre lola";"1964";"PHILIPS";1736752680;1736752831;"https://www.deezer.com/track/111011708";"https://music.apple.com/fr/album/pauvre-lola/1554326645?i=1554328882&uo=4";"https://open.spotify.com/track/7FxY5eXhY9VSpEoTsueu4a"
"Barth";"Like cavemen do";"Baby carry on";"2025";"CAVEMEN SONGS";1736752824;1736753042;"https://www.deezer.com/track/3103966351";;"https://open.spotify.com/track/6uHlodJ6b6gtPq04zC3X7h"
"Chayns";"Technicolor Paradise: Rhum rhapsodies & other exotic delights";"Live with the moon";"";"NUMERO GROUP";1736753025;1736753215;"https://www.deezer.com/track/494283792";;"https://open.spotify.com/track/2fXyUFPrtUizuQD0UVC8Kd"
"Allah-Las";"Worship the sun";"Had it all";"2014";"BECAUSE";1736753208;1736753381;;;"https://open.spotify.com/track/0whaZcUAsD4bokr3rEIxKO"
"Lee Moses";"Time and place";"Time and place (album version)";"1971";"CASTLE MUSIC";1736753364;1736753540;;;
"Sarah Vaughan";"Sarah Vaughan : Sassy swings again";"Take the """"A"""" train";"1967";"MERCURY";1736753544;1736753708;;;
"Armando Trovajoli";"Film / Ettore Scola / Armando Trovaioli";"Se Permettete, parliamo di donne : Un amore difficile";"1965";"RCA";1736753701;1736753851;;;
"Enchantee Julia";"Onze";"Fleur de peau";"2024";"ROCHE MUSIQUE";1736753834;1736754047;"https://www.deezer.com/track/2815715472";"https://music.apple.com/fr/album/fleur-de-peau/1747947521?i=1747947526&uo=4";"https://open.spotify.com/track/1H1daGMtE662k2621dQiiv"
"Satellite Lovers";"Sons of 1973";"Sunnyday, holiday";"1996";"OO RECORDS INC.";1736754045;1736754328;;;
"Michael Miglio";"Seafaring strangers (private yacht)";"Never gonna let you go";"1980";"NUMERO GROUP";1736754325;1736754478;"https://www.deezer.com/track/2105980367";"https://music.apple.com/fr/album/never-gonna-let-you-go/1664806621?i=1664806940&uo=4";"https://open.spotify.com/track/5LDysQO7wtl5rTdgCggcfj"
"Tom Brock";"I love you more and more";"If we don't make it, nobody can";"1974";"MR BONGO";1736754471;1736754696;;;
"Dora Morelenbaum";"Pique";"Nem te procurar";"2024";"MR BONGO";1736754678;1736754825;"https://www.deezer.com/track/2904347601";"https://music.apple.com/fr/album/nem-te-procurar/1758717876?i=1758718768&uo=4";"https://open.spotify.com/track/1kDT2tMQvhMMf9ORFciWzl"
"Vashti Bunyan";"Just another diamond day";"Where i like to stand";"1970";"DI CRISTINA";1736754818;1736754964;;;"https://open.spotify.com/track/51GceDJt5w3QPxXQCWv4pL"
"Areski Et Brigitte Fontaine";"Je ne connais pas cet homme";"Nous ne pourrons plus dormir";"1972";"SARAVAH";1736754958;1736755056;;;
"Big Thief";"U.F.O.F";"U.F.O.F.";"2019";"4AD";1736755044;1736755234;;;
"Ben Vaughn";"Designs in music";"Too happy";"2005";"DIFFER ANT";1736755229;1736755482;;;
"Noah And The Whale";"Peaceful the world lays me down";"5 years time";"2008";"MERCURY RECORDS";1736755473;1736755692;;;"https://open.spotify.com/track/12je8giC2S9smUHJ81tpiL"
"Elza Soares";"Elza Soares";"Nao é hora de tristeza";"1974";"TAPECAR";1736755685;1736755908;"https://www.deezer.com/track/1332195252";;"https://open.spotify.com/track/4D5zVPDghxptJoTP5VF8j4"
"Leon Bridges";"Peaceful place";"Peaceful place";"2024";"COLUMBIA";1736755901;1736756126;"https://www.deezer.com/track/2934758051";"https://music.apple.com/fr/album/peaceful-place/1760811064?i=1760811410&uo=4";"https://open.spotify.com/track/7g4JvjIMwC4gi6gBPKOqnz"
"Lawne";"The huge balloon";"The huge balloon";"2024";"WAH WAH 45S";1736756125;1736756396;;"https://music.apple.com/fr/album/the-huge-balloon/1768936696?i=1768936697&uo=4";"https://open.spotify.com/track/5aTLr2r49dN6FM1yoTVync"
"Alice Russell";"Under the munka moon";"Hurry on now";"2004";"TRU THOUGHTS";1736756389;1736756672;;;"https://open.spotify.com/track/52WbR5P5grEVO231leP4ls"
"Neue Hofkapelle De Munich";"Stefanie Iranyi : Lamenti";"Arianna a Naxos HOB XXVIb : 2 : Dove sei mio bel tesoro (Air) - version pour mezzo-soprano et quatuor à cordes";"2011";"OEHMS CLASSICS";1736756666;1736756990;;;
"Catherine Le Forestier";"Itinéraires";"La petite fugue";"1971";"PHILIPS";1736756983;1736757116;;;
"Daniel Pemberton";"BOF / Ocean's eight (Ocean's 8)";"Fugue en ré min";"2018";"WATERTOWER MUSIC";1736757115;1736757281;;;
"The Doors";"Break on through";"Soul kitchen";"1967";"ELEKTRA";1736757273;1736757490;"https://www.deezer.com/track/3614125";"https://music.apple.com/fr/album/soul-kitchen/640047463?i=640047758&uo=4";"https://open.spotify.com/track/2Xdc6qyaFBJZ8QW1KhpVci"
"Vaudou Game";"Fintou";"Ça ira";"2024";"HOT CASA RECORDS";1736757483;1736757716;;;
"Mbk Band";"Banconi";"Laurence";"2021";"KMAM PRODUCTION";1736757709;1736757935;;;
"Musiq Soulchild";"Luvanmusiq";"Betterman";"2007";"ATLANTIC RECORDS";1736757928;1736758202;"https://www.deezer.com/track/4094647";;"https://open.spotify.com/track/0Eo3PFRx6Ur5YVN5m8CL94"
"Diana Ross";"Every great number 1 hit";"Where did our love go";"1964";"EMI";1736758194;1736758351;;;
"John Fogerty";"Centerfield";"Centerfield";"1985";"WARNER BROS";1736758344;1736758578;"https://www.deezer.com/track/425013212";;
"Stephen Ulrich";"Music from this American life";"The swell";"2023";"BARBES RECORDS";1736758571;1736758806;"https://www.deezer.com/track/2073566927";"https://music.apple.com/fr/album/the-swell/1659892633?i=1659893136&uo=4";"https://open.spotify.com/track/3oUCCP3eHZ6t4PGjaM9rxd"
"Felix Hunot";"Blue Waltz (Félix HUNOT & Björn INGELSTAM Quintet)";"On a coconut Island";"2023";"";1736758805;1736758988;;;"https://open.spotify.com/track/3ZBxVpjG0NbHSaUpNYrmdl"
"Ukulele Club De Paris";"Manuia !";"Java javanaise";"2002";"";1736758987;1736759086;"https://www.deezer.com/track/137065600";;"https://open.spotify.com/track/2LfdLGi5lvwXF7cLiIrgXo"
"Nicola Son";"Nord destin";"A javanesa";"2013";"JOAO DEL";1736759085;1736759314;"https://www.deezer.com/track/63179357";;"https://open.spotify.com/track/2E8Jwswb9Yq3QXAyLDazvZ"
"Wheelup";"We are the magic";"Infinity (feat. Abacus)";"2023";"TRU THOUGHTS";1736759297;1736759524;;;
"Jay-Jay Johanson";"So tell the girls that i am back in town";"So tell the girls that i am back in town";"1997";"BMG";1736759517;1736759743;"https://www.deezer.com/track/599403";;
"Skee Lo";"I wish";"You ain't down";"1995";"MCA RECORDS";1736759740;1736759969;;;
"The Bamboos";"Wrapt in a beau / the bells of holly hill";"The bells of holly hill";"2024";"PACIFIC THEATRE";1736759968;1736760177;"https://www.deezer.com/track/3063334041";"https://music.apple.com/fr/album/the-bells-of-holly-hill/1776135001?i=1776135004&uo=4";"https://open.spotify.com/track/1g3Rku30ya0TN6Qvga6TDb"
"Judith Hill";"Back in time";"Jammin' in the basement";"2015";"NPG RECORDS";1736760170;1736760387;"https://www.deezer.com/track/376644231";"https://music.apple.com/fr/album/jammin-in-the-basement/1050192467?i=1050192636&uo=4";"https://open.spotify.com/track/7J2O3JVavVbboUQ2ODhw84"
"Mathieu Boogaerts & Dick Annegarn";"A Boris Vian / On n'est pas la pour se faire engueuler";"Faux frère";"2009";"AZ";1736760380;1736760540;;;
"Jimmy Cliff";"The story of Trojan records : 25 big ones - UK hits / CD1";"Wonderful world beautiful people";"1969";"TROJAN RECORDS";1736760533;1736760728;;;
"Ojard";"Euphonie";"Les coursiers de l'exil";"2017";"CONTOURS";1736760721;1736760865;;;"https://open.spotify.com/track/2EoGH0oekQ1hGSN7QYrbG0"
"Bergen Barokk";"Georg Philipp Telemann : Intégrale de l'Harmonischer Gottes-Dienst";"Es ist ein schlechter Ruhm TWV 1 : 506 : Zu gutter Nacht (Air) - pour soprano flûte traversière et basse continue";"2011";"TOCCATA CLASSICS";1736760858;1736761028;;;
"Terestesa";"Bella faccia";"Pezza (radio edit)";"2024";"";1736761021;1736761218;;;
"Richard, Le Capitaine";"Ouf (L' anthologie La souterraine)";"J'ai faim";"2024";"LA SOUTERRAINE";1736761207;1736761325;"https://www.deezer.com/track/3111194501";"https://music.apple.com/fr/album/jai-faim/1781794046?i=1781794056&uo=4";
"Robert Le Magnifique";"Fuck the hell yeah !";"Deux dix treize";"2016";"YOTANKA / IMPERSONAL FREEDOM";1736761317;1736761574;"https://www.deezer.com/track/2028190127";;"https://open.spotify.com/track/31ODEOvEkVoAz2AXkLjfse"
"Lake Street Dive";"Side pony";"Side pony";"2016";"NONESUCH";1736761568;1736761749;"https://www.deezer.com/track/118844650";"https://music.apple.com/fr/album/side-pony/1056891405?i=1056891413&uo=4";"https://open.spotify.com/track/3FDIAIgrA7Ltm0lyM1HLyk"
"The Jackson 5";"Come and get it : The rare pearls / Cd 1";"After you leave girl";"1969";"MOTOWN";1736761748;1736761903;;;
"Etienne Charles";"Creole Orchestra";"Think twice";"2024";"CULTURE SHOCK MUSIC";1736761901;1736762291;;;
"Sangally & Rasua";"Brassens le cubain";"Pauvre Martin";"2015";"LE MELOMANE";1736762085;1736762239;;;
"Lianne La Havas";"Brassens, échos d'aujourd'hui";"Friends like evergreens / Au bois de mon coeur";"2013";"FANON RECORDS";1736762237;1736762414;;;
"Sven Wunder";"Natura morta";"Impasto";"2021";"PIANO PIANO RECORDS";1736762414;1736762604;;;"https://open.spotify.com/track/1z7SGD6F6OYGinYGyym9uC"
"France Gall";"Les années musique";"La mort douce";"1980";"WEA INTERNATIONAL";1736762602;1736762797;;;
"Plantlife";"The return of Jack splash";"When she smiles she lights the sky";"2004";"LINUS ENTERTAINMENT";1736762789;1736762977;;;"https://open.spotify.com/track/1SSHmc0LIpRV7h6hr1apI2"
"Simply Red";"Home";"Sunrise";"2003";"UNIVERSAL";1736762972;1736763168;"https://www.deezer.com/track/75814706";"https://music.apple.com/fr/album/sunrise/798764432?i=798764478&uo=4";"https://open.spotify.com/track/3Cw42izrRVrwQxYbjTDXmH"
"Gitkin";"Golden age";"Delta mystic";"2024";"WONDERWHEEL RECORDINGS";1736763162;1736763338;"https://www.deezer.com/track/2889121002";"https://music.apple.com/fr/album/delta-mystic/1756877629?i=1756877634&uo=4";"https://open.spotify.com/track/5If5kdTZCMfgCShTgU1Wfh"
"Flora Hibberd";"Swirl";"Fern";"2025";"22TWENTY / REDEYE";1736763336;1736763561;;;"https://open.spotify.com/track/6E2RVQ4WMkZYNCMiGUARnn"
"Lou Doillon";"Places";"One day after another";"2012";"BARCLAY";1736763557;1736763786;;;"https://open.spotify.com/track/1KUNquLqfxipOgrlo1NBX6"
"Solomon Burke";"A complete introduction to Chess Checker Cadet";"Let me wrap my arms around you";"1975";"CHESS";1736763784;1736764022;"https://www.deezer.com/track/1182080";;
"Alan Hawkshaw";"Good Juice - Hot Hammond & cool organs cockail served by Blue Note";"Blarney's stoned";"1972";"BLUE NOTE";1736764018;1736764128;"https://www.deezer.com/track/2470269845";;
"Charles Aznavour";"The complete work - Centenary edition / CD 05 : Les deux guitares & Je m'voyais déjà & Il faut savoir / CD 06 : Alléluia qui ?";"For Me Formidable";"1963";"BARCLAY";1736764129;1736764268;"https://www.deezer.com/track/2767651171";;
"Moodymann";"Moodymann";"Hold it down";"2014";"KENNETH DIXON";1736764266;1736764441;"https://www.deezer.com/track/75411194";"https://music.apple.com/fr/album/hold-it-down/796538533?i=796538578&uo=4";"https://open.spotify.com/track/0HQZJbulEJMr5hnGdHz8Wu"
"Samara Cyn";"Rolling stone";"Rolling stone";"2024";"POLYDOR";1736764438;1736764581;"https://www.deezer.com/track/3050729611";;"https://open.spotify.com/track/0nmIWoirK2cbSD9duTDQJa"
"Anjali";"The world of lady a";"Misty canyon";"2003";"WIIIJA";1736764575;1736764834;;;
"Orchestre Symphonique De Londres";"Léo Delibes : Sylvia et Coppélia";"Sylvia : Divertissement : Pizzicati (Acte III Sc 16)";"";"";1736764827;1736764952;;;
